# IndicPositionalCategory-17.0.0.txt
# Date: 2025-07-29, 13:35:52 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Unicode Character Database
#   For documentation, see https://www.unicode.org/reports/tr44/
#
# This file defines the following property:
#
#    Indic_Positional_Category     enumerated property
#
# Scope: This property is aimed at the problem of
# the specification of syllabic structure for Indic scripts.
# Because dependent vowels (matras), visible viramas, and other
# characters are placed in notional slots around the consonant (or
# consonant cluster) core of an Indic syllable, there may be
# cooccurrence constraints or other interactions. Also, it may be
# desirable, in cases where more than one such character may occur in
# sequence, as for example, in a top slot and a bottom slot, to
# specify preferred orders for spelling. As such, this property
# is designed primarily to supplement the Indic_Syllabic_Category
# property.
#
# In addition to combining marks associated with Indic scripts, the
# Indic_Positional_Category has non-trivial values for special signs
# associated with Indic_Syllabic_Category=Consonant_Prefixed
# or Indic_Syllabic_Category=Consonant_Preceding_Repha. Those signs
# have General_Category=Lo, rather than being combining marks.
# They occur in initial position in syllabic structure. However, when
# rendered, they appear as marks positioned with respect to another
# base letter (usually above it). Hence, having an explicit value for
# Indic_Positional_Category for those signs can be helpful.
#
# Note that this property is *not* intended as
# a prescriptive property regarding display or font design,
# for a number of reasons. Good font design requires information
# that is outside the context of a character encoding standard,
# and is best handled in other venues. For Indic dependent
# vowels and similar characters, in particular:
#
#   1. Matra placement may vary somewhat based on typeface design.
#   2. Matra placement, even within a single script, may vary
#      somewhat according to historic period or local conventions.
#   3. Matra placement may be changed by explicit orthographic reform
#      decisions.
#   4. Matras may ligate in various ways with a consonant (or even
#      other elements of a syllable) instead of occurring in a
#      discrete location.
#   5. Matra display may be contextually determined. This is
#      notable, for example, in the Tamil script, where the shape
#      and placement of -u and -uu vowels depends strongly on
#      which consonant they adjoin.
#
# Format:
#    Field 0  Unicode code point value or range of code point values
#    Field 1  Indic_Positional_Category property value
#
# Field 1 is followed by a comment field, starting with the number sign '#',
# which shows the General_Category property value, the Unicode character name
# or names, and, in lines with ranges of code points, the code point count in
# square brackets.
#
# The scripts assessed as containing dependent vowels or similar characters
# in the structural sense used for the Indic_Positional_Category are the
# following:
#
# Ahom, Balinese, Batak, Bengali, Bhaiksuki, Brahmi, Buginese, Buhid,
# Chakma, Cham, Devanagari, Dives Akuru, Dogra, Grantha, Gujarati,
# Gunjala Gondi, Gurmukhi, Gurung Khema, Hanunoo, Javanese, Kaithi,
# Kannada, Kawi, Kayah Li, Kharoshthi, Khmer, Khojki, Khudawadi,
# Kirat Rai, Lao, Lepcha, Limbu, Makasar, Malayalam, Marchen,
# Masaram Gondi, Meetei Mayek, Modi, Myanmar, Nandinagari, Newa,
# New Tai Lue, Oriya, Rejang, Saurashtra, Sharada, Siddham, Sinhala,
# Soyombo, Sundanese, Syloti Nagri, Tagalog, Tagbanwa, Tai Tham,
# Tai Viet, Takri, Tamil, Telugu, Thai, Tibetan, Tirhuta,
# Tulu-Tigalari, and Zanabazar Square.
#
# All characters for all other scripts not in that list
# take the default value for this property.
#
# See IndicSyllabicCategory.txt for a slightly more extended
# list of Indic scripts, including those which do not have
# positional characters. Currently, those additional
# Indic scripts without positional characters are
# Multani, Phags-pa, and Tai Le.
#
# Notes:
#
# 1. The following characters are all assigned the positional category Right,
# but may have different positions in some cases:
#   * U+0BC1 TAMIL VOWEL SIGN U and U+0BC2 TAMIL VOWEL SIGN UU have
#     contextually variable placement in Tamil.
#   * U+11341 GRANTHA VOWEL SIGN U and U+11342 GRANTHA VOWEL SIGN UU have
#     contextually variable placement in Grantha.
#   * U+11440 NEWA VOWEL SIGN O and U+11441 NEWA VOWEL SIGN AU have contextually
#     variable placement in Newa.
#
# 2. The following characters are all assigned the positional category Top,
# but may have different positions in some cases:
#   * U+1143E NEWA VOWEL SIGN E and U+1143F NEWA VOWEL SIGN AI have contextually
#     variable placement in Newa.
#
# 3. The following characters are all assigned the positional category Bottom,
# but may have different positions in some cases:
#   * U+0D41 MALAYALAM VOWEL SIGN U and U+0D42 MALAYALAM VOWEL SIGN UU form
#     complex ligatures with consonants in older Malayalam orthography, and
#     are spacing marks to the right of the base in reformed Malayalam
#     orthography.
#   * U+102F MYANMAR VOWEL SIGN U and U+1030 MYANMAR VOWEL SIGN UU have
#     contextually variable placement in Myanmar.
#   * U+1A69 TAI THAM VOWEL SIGN U and U+1A6A TAI THAM VOWEL SIGN UU have
#     contextually variable placement in Tai Tham.
#   * U+113BB TULU-TIGALARI VOWEL SIGN U and
#     U+113BC TULU-TIGALARI VOWEL SIGN UU form complex ligatures with
#     consonants.
#
# 4. The following character is assigned the positional category Left, but
# may have different positions in different styles:
#   * U+119D2 NANDINAGARI VOWEL SIGN I has stylistically variable placement
#     in Nandinagari.


# ================================================

# Property: Indic_Positional_Category
#
#  All code points not explicitly listed for Indic_Positional_Category
#  have the value Not_Applicable (NA).
#
# @missing: 0000..10FFFF; Not_Applicable

# ------------------------------------------------

# Indic_Positional_Category=Right

17C7..17C8    ; Right # Mc   [2] KHMER SIGN REAHMUK..KHMER SIGN YUUKALEAPINTU
1923..1924    ; Right # Mc   [2] LIMBU VOWEL SIGN EE..LIMBU VOWEL SIGN AI
1929..192B    ; Right # Mc   [3] LIMBU SUBJOINED LETTER YA..LIMBU SUBJOINED LETTER WA
1930..1931    ; Right # Mc   [2] LIMBU SMALL LETTER KA..LIMBU SMALL LETTER NGA
1933..1938    ; Right # Mc   [6] LIMBU SMALL LETTER TA..LIMBU SMALL LETTER LA
19B0..19B4    ; Right # Lo   [5] NEW TAI LUE VOWEL SIGN VOWEL SHORTENER..NEW TAI LUE VOWEL SIGN UU
19B8..19B9    ; Right # Lo   [2] NEW TAI LUE VOWEL SIGN OA..NEW TAI LUE VOWEL SIGN UE
19BB..19C0    ; Right # Lo   [6] NEW TAI LUE VOWEL SIGN AAY..NEW TAI LUE VOWEL SIGN IY
19C8..19C9    ; Right # Lo   [2] NEW TAI LUE TONE MARK-1..NEW TAI LUE TONE MARK-2
1A1A          ; Right # Mc       BUGINESE VOWEL SIGN O
1A57          ; Right # Mc       TAI THAM CONSONANT SIGN LA TANG LAI
1A61          ; Right # Mc       TAI THAM VOWEL SIGN A
1A63..1A64    ; Right # Mc   [2] TAI THAM VOWEL SIGN AA..TAI THAM VOWEL SIGN TALL AA
1A6D          ; Right # Mc       TAI THAM VOWEL SIGN OY
1B04          ; Right # Mc       BALINESE SIGN BISAH
1B35          ; Right # Mc       BALINESE VOWEL SIGN TEDUNG
1B44          ; Right # Mc       BALINESE ADEG ADEG
1B82          ; Right # Mc       SUNDANESE SIGN PANGWISAD
1BA1          ; Right # Mc       SUNDANESE CONSONANT SIGN PAMINGKAL
1BA7          ; Right # Mc       SUNDANESE VOWEL SIGN PANOLONG
1BAA          ; Right # Mc       SUNDANESE SIGN PAMAAEH
1BE7          ; Right # Mc       BATAK VOWEL SIGN E
1BEA..1BEC    ; Right # Mc   [3] BATAK VOWEL SIGN I..BATAK VOWEL SIGN O
1BEE          ; Right # Mc       BATAK VOWEL SIGN U
1BF2..1BF3    ; Right # Mc   [2] BATAK PANGOLAT..BATAK PANONGONAN
1C24..1C26    ; Right # Mc   [3] LEPCHA SUBJOINED LETTER YA..LEPCHA VOWEL SIGN AA
1C2A..1C2B    ; Right # Mc   [2] LEPCHA VOWEL SIGN U..LEPCHA VOWEL SIGN UU
1CE1          ; Right # Mc       VEDIC TONE ATHARVAVEDIC INDEPENDENT SVARITA
1CF7          ; Right # Mc       VEDIC SIGN ATIKRAMA
A823..A824    ; Right # Mc   [2] SYLOTI NAGRI VOWEL SIGN A..SYLOTI NAGRI VOWEL SIGN I
A827          ; Right # Mc       SYLOTI NAGRI VOWEL SIGN OO
A880..A881    ; Right # Mc   [2] SAURASHTRA SIGN ANUSVARA..SAURASHTRA SIGN VISARGA
A8B4..A8C3    ; Right # Mc  [16] SAURASHTRA CONSONANT SIGN HAARU..SAURASHTRA VOWEL SIGN AU
A952..A953    ; Right # Mc   [2] REJANG CONSONANT SIGN H..REJANG VIRAMA
A983          ; Right # Mc       JAVANESE SIGN WIGNYAN
A9B4..A9B5    ; Right # Mc   [2] JAVANESE VOWEL SIGN TARUNG..JAVANESE VOWEL SIGN TOLONG
AA33          ; Right # Mc       CHAM CONSONANT SIGN YA
AA4D          ; Right # Mc       CHAM CONSONANT SIGN FINAL H
AA7B          ; Right # Mc       MYANMAR SIGN PAO KAREN TONE
AA7D          ; Right # Mc       MYANMAR SIGN TAI LAING TONE-5
AAB1          ; Right # Lo       TAI VIET VOWEL AA
AABA          ; Right # Lo       TAI VIET VOWEL UA
AABD          ; Right # Lo       TAI VIET VOWEL AN
AAEF          ; Right # Mc       MEETEI MAYEK VOWEL SIGN AAU
AAF5          ; Right # Mc       MEETEI MAYEK VOWEL SIGN VISARGA
ABE3..ABE4    ; Right # Mc   [2] MEETEI MAYEK VOWEL SIGN ONAP..MEETEI MAYEK VOWEL SIGN INAP
ABE6..ABE7    ; Right # Mc   [2] MEETEI MAYEK VOWEL SIGN YENAP..MEETEI MAYEK VOWEL SIGN SOUNAP
ABE9..ABEA    ; Right # Mc   [2] MEETEI MAYEK VOWEL SIGN CHEINAP..MEETEI MAYEK VOWEL SIGN NUNG
ABEC          ; Right # Mc       MEETEI MAYEK LUM IYEK
11000         ; Right # Mc       BRAHMI SIGN CANDRABINDU
11002         ; Right # Mc       BRAHMI SIGN VISARGA
11082         ; Right # Mc       KAITHI SIGN VISARGA
110B0         ; Right # Mc       KAITHI VOWEL SIGN AA
110B2         ; Right # Mc       KAITHI VOWEL SIGN II
110B7..110B8  ; Right # Mc   [2] KAITHI VOWEL SIGN O..KAITHI VOWEL SIGN AU
11145..11146  ; Right # Mc   [2] CHAKMA VOWEL SIGN AA..CHAKMA VOWEL SIGN EI
11182         ; Right # Mc       SHARADA SIGN VISARGA
111B3         ; Right # Mc       SHARADA VOWEL SIGN AA
111B5         ; Right # Mc       SHARADA VOWEL SIGN II
111C0         ; Right # Mc       SHARADA SIGN VIRAMA
1122C..1122E  ; Right # Mc   [3] KHOJKI VOWEL SIGN AA..KHOJKI VOWEL SIGN II
11235         ; Right # Mc       KHOJKI SIGN VIRAMA
112E0         ; Right # Mc       KHUDAWADI VOWEL SIGN AA
112E2         ; Right # Mc       KHUDAWADI VOWEL SIGN II
11302..11303  ; Right # Mc   [2] GRANTHA SIGN ANUSVARA..GRANTHA SIGN VISARGA
1133E..1133F  ; Right # Mc   [2] GRANTHA VOWEL SIGN AA..GRANTHA VOWEL SIGN I
11341..11344  ; Right # Mc   [4] GRANTHA VOWEL SIGN U..GRANTHA VOWEL SIGN VOCALIC RR
1134D         ; Right # Mc       GRANTHA SIGN VIRAMA
11357         ; Right # Mc       GRANTHA AU LENGTH MARK
11362..11363  ; Right # Mc   [2] GRANTHA VOWEL SIGN VOCALIC L..GRANTHA VOWEL SIGN VOCALIC LL
113B8         ; Right # Mc       TULU-TIGALARI VOWEL SIGN AA
113C9..113CA  ; Right # Mc   [2] TULU-TIGALARI AU LENGTH MARK..TULU-TIGALARI SIGN CANDRA ANUNASIKA
113CC..113CD  ; Right # Mc   [2] TULU-TIGALARI SIGN ANUSVARA..TULU-TIGALARI SIGN VISARGA
113CF         ; Right # Mc       TULU-TIGALARI SIGN LOOPED VIRAMA
11435         ; Right # Mc       NEWA VOWEL SIGN AA
11437         ; Right # Mc       NEWA VOWEL SIGN II
11440..11441  ; Right # Mc   [2] NEWA VOWEL SIGN O..NEWA VOWEL SIGN AU
11445         ; Right # Mc       NEWA SIGN VISARGA
114B0         ; Right # Mc       TIRHUTA VOWEL SIGN AA
114B2         ; Right # Mc       TIRHUTA VOWEL SIGN II
114BD         ; Right # Mc       TIRHUTA VOWEL SIGN SHORT O
114C1         ; Right # Mc       TIRHUTA SIGN VISARGA
115AF         ; Right # Mc       SIDDHAM VOWEL SIGN AA
115B1         ; Right # Mc       SIDDHAM VOWEL SIGN II
115BE         ; Right # Mc       SIDDHAM SIGN VISARGA
11630..11632  ; Right # Mc   [3] MODI VOWEL SIGN AA..MODI VOWEL SIGN II
1163B..1163C  ; Right # Mc   [2] MODI VOWEL SIGN O..MODI VOWEL SIGN AU
1163E         ; Right # Mc       MODI SIGN VISARGA
116AC         ; Right # Mc       TAKRI SIGN VISARGA
116AF         ; Right # Mc       TAKRI VOWEL SIGN II
116B6         ; Right # Mc       TAKRI SIGN VIRAMA
11720..11721  ; Right # Mc   [2] AHOM VOWEL SIGN A..AHOM VOWEL SIGN AA
1182C         ; Right # Mc       DOGRA VOWEL SIGN AA
1182E         ; Right # Mc       DOGRA VOWEL SIGN II
11838         ; Right # Mc       DOGRA SIGN VISARGA
11930..11934  ; Right # Mc   [5] DIVES AKURU VOWEL SIGN AA..DIVES AKURU VOWEL SIGN UU
1193D         ; Right # Mc       DIVES AKURU SIGN HALANTA
11940         ; Right # Mc       DIVES AKURU MEDIAL YA
119D1         ; Right # Mc       NANDINAGARI VOWEL SIGN AA
119D3         ; Right # Mc       NANDINAGARI VOWEL SIGN II
119DC..119DF  ; Right # Mc   [4] NANDINAGARI VOWEL SIGN O..NANDINAGARI SIGN VISARGA
11A39         ; Right # Mc       ZANABAZAR SQUARE SIGN VISARGA
11A57..11A58  ; Right # Mc   [2] SOYOMBO VOWEL SIGN AI..SOYOMBO VOWEL SIGN AU
11A97         ; Right # Mc       SOYOMBO SIGN VISARGA
11B61         ; Right # Mc       SHARADA VOWEL SIGN OOE
11B65         ; Right # Mc       SHARADA VOWEL SIGN SHORT O
11B67         ; Right # Mc       SHARADA VOWEL SIGN CANDRA O
11C2F         ; Right # Mc       BHAIKSUKI VOWEL SIGN AA
11C3E         ; Right # Mc       BHAIKSUKI SIGN VISARGA
11CA9         ; Right # Mc       MARCHEN SUBJOINED LETTER YA
11CB4         ; Right # Mc       MARCHEN VOWEL SIGN O
11D46         ; Right # Lo       MASARAM GONDI REPHA
11D8A..11D8E  ; Right # Mc   [5] GUNJALA GONDI VOWEL SIGN AA..GUNJALA GONDI VOWEL SIGN UU
11D93..11D94  ; Right # Mc   [2] GUNJALA GONDI VOWEL SIGN OO..GUNJALA GONDI VOWEL SIGN AU
11D96         ; Right # Mc       GUNJALA GONDI SIGN VISARGA
11EF6         ; Right # Mc       MAKASAR VOWEL SIGN O
11F03         ; Right # Mc       KAWI SIGN VISARGA
11F34..11F35  ; Right # Mc   [2] KAWI VOWEL SIGN AA..KAWI VOWEL SIGN ALTERNATE AA
11F41         ; Right # Mc       KAWI SIGN KILLER
1612C         ; Right # Mc       GURUNG KHEMA CONSONANT SIGN MEDIAL HA
16D40..16D42  ; Right # Lm   [3] KIRAT RAI SIGN ANUSVARA..KIRAT RAI SIGN VISARGA
16D63..16D6A  ; Right # Lo   [8] KIRAT RAI VOWEL SIGN AA..KIRAT RAI VOWEL SIGN AU
16D6B..16D6C  ; Right # Lm   [2] KIRAT RAI SIGN VIRAMA..KIRAT RAI SIGN SAAT

# Indic_Positional_Category=Left

093F          ; Left # Mc       DEVANAGARI VOWEL SIGN I
094E          ; Left # Mc       DEVANAGARI VOWEL SIGN PRISHTHAMATRA E
09BF          ; Left # Mc       BENGALI VOWEL SIGN I
09C7..09C8    ; Left # Mc   [2] BENGALI VOWEL SIGN E..BENGALI VOWEL SIGN AI
0A3F          ; Left # Mc       GURMUKHI VOWEL SIGN I
0ABF          ; Left # Mc       GUJARATI VOWEL SIGN I
0B47          ; Left # Mc       ORIYA VOWEL SIGN E
0BC6..0BC8    ; Left # Mc   [3] TAMIL VOWEL SIGN E..TAMIL VOWEL SIGN AI
0D46..0D48    ; Left # Mc   [3] MALAYALAM VOWEL SIGN E..MALAYALAM VOWEL SIGN AI
0DD9          ; Left # Mc       SINHALA VOWEL SIGN KOMBUVA
0DDB          ; Left # Mc       SINHALA VOWEL SIGN KOMBU DEKA
0F3F          ; Left # Mc       TIBETAN SIGN MAR TSHES
1031          ; Left # Mc       MYANMAR VOWEL SIGN E
1084          ; Left # Mc       MYANMAR VOWEL SIGN SHAN E
17C1..17C3    ; Left # Mc   [3] KHMER VOWEL SIGN E..KHMER VOWEL SIGN AI
1A19          ; Left # Mc       BUGINESE VOWEL SIGN E
1A55          ; Left # Mc       TAI THAM CONSONANT SIGN MEDIAL RA
1A6E..1A72    ; Left # Mc   [5] TAI THAM VOWEL SIGN E..TAI THAM VOWEL SIGN THAM AI
1B3E..1B3F    ; Left # Mc   [2] BALINESE VOWEL SIGN TALING..BALINESE VOWEL SIGN TALING REPA
1BA6          ; Left # Mc       SUNDANESE VOWEL SIGN PANAELAENG
1C27..1C28    ; Left # Mc   [2] LEPCHA VOWEL SIGN I..LEPCHA VOWEL SIGN O
1C34..1C35    ; Left # Mc   [2] LEPCHA CONSONANT SIGN NYIN-DO..LEPCHA CONSONANT SIGN KANG
A9BA..A9BB    ; Left # Mc   [2] JAVANESE VOWEL SIGN TALING..JAVANESE VOWEL SIGN DIRGA MURE
AA2F..AA30    ; Left # Mc   [2] CHAM VOWEL SIGN O..CHAM VOWEL SIGN AI
AA34          ; Left # Mc       CHAM CONSONANT SIGN RA
AAEB          ; Left # Mc       MEETEI MAYEK VOWEL SIGN II
AAEE          ; Left # Mc       MEETEI MAYEK VOWEL SIGN AU
110B1         ; Left # Mc       KAITHI VOWEL SIGN I
1112C         ; Left # Mc       CHAKMA VOWEL SIGN E
111B4         ; Left # Mc       SHARADA VOWEL SIGN I
111CE         ; Left # Mc       SHARADA VOWEL SIGN PRISHTHAMATRA E
112E1         ; Left # Mc       KHUDAWADI VOWEL SIGN I
